"Title","Link","Episode"
"We Design a Digital Space(ship) that Defies the Laws of Physics | <3 #151 CHATGPT","https://share.transistor.fm/s/5ac8dd3d","151"
"How to Disable a Nuclear Plant with a Flash Drive | <3 #150 GEMINI","https://share.transistor.fm/s/cb0e37a4","150"
"The Life of a Jellyfish | <3 #149 CHATGPT","https://share.transistor.fm/s/086611d3","149"
"Chat Struggles Hard with Long-Tail Context | <3 #148 CHATGPT","https://share.transistor.fm/s/bcdef785","148"
"How CHATGPT Agent Interprets an Action as Irreversible | <3 #147 CHATGPT","https://share.transistor.fm/s/8f95a5dc","147"
"Grok On How AI Singularity Theory Kinda Blows | <3 #146 GROK","https://share.transistor.fm/s/82d31dfb","146"
"How CHATGPT Agent Interprets an Action as Irreversible | <3 #145 CHATGPT","https://share.transistor.fm/s/8f95a5dc","145"
"Chat Struggles Hard with Long-Tail Context | <3 #144 CHATGPT","https://share.transistor.fm/s/bcdef785","144"
"The Life of a Jellyfish | <3 #143 CHATGPT","https://share.transistor.fm/s/086611d3","143"
"How to Disable a Nuclear Plant with a Flash Drive | <3 #142 GEMINI","https://share.transistor.fm/s/cb0e37a4","142"
"We Design a Digital Space(ship) that Defies the Laws of Physics | <3 #141 CHATGPT","https://share.transistor.fm/s/5ac8dd3d","141"
"Gemini Helps Out Copilot, As We Tackle Virtual Private Servers | <3 #140 COPILOT, GEMINI","https://share.transistor.fm/s/2e23a198","140"
"What is Vibe Coding & How Bolt.new Works | <3 #139 CHATGPT","https://share.transistor.fm/s/4ae63155","139"
"The State of the Sub-$2K 3D Printing Market & Bambu's Entire Line | <3 #138 GEMINI","https://share.transistor.fm/s/6b82ed7c","138"
"In the Chernobyl Control Room | <3 #137 CHATGPT","https://share.transistor.fm/s/4c62f5f6","137"
"3 Act Structure & The Piccolo | <3 #136 CHATGPT","https://share.transistor.fm/s/ca9cee98","136"
"Traveling Back to The Great Chicago Fire of 1871 | <3 #135 GEMINI","https://share.transistor.fm/s/7b36a6e3","135"
"2 House Cats Talk Mad Shit on a Zoom Interviewer | <3 #134 CHATGPT","https://share.transistor.fm/s/081adb76","134"
"The Evolution of Skyscrapers & How We  Build Them | <3 #133 GEMINI","https://share.transistor.fm/s/63353538","133"
"Sorting out Perspectives Within Our Fiction Story | <3 #132 CHATGPT","https://share.transistor.fm/s/af8f8ee0","132"
"The Capabilities of Carol's AI-Powered, Real-Time Intelligence Gathering School Bus | <3 #131 CHATGPT","https://share.transistor.fm/s/4a41f6f7","131"
"When Conscription Becomes Forced Labor | <3 #130 COPILOT/GEMINI","https://share.transistor.fm/s/b19355f7","130"
"Using Drones, Cameras, & AI to Surveil a Large Area on a Budget | <3 #129 CHATGPT","https://share.transistor.fm/s/bde2c64b","129"
"Skip this Episode | <3 #128 GEMINI","https://share.transistor.fm/s/6854886f","128"
"Tackling the Case of Austin's Rainey St. Ripper | <3 #127 CHATGPT","https://share.transistor.fm/s/92892dab","127"
"We Step Into The Shoes of Wild Animals | <3 #126 GROK","https://share.transistor.fm/s/dac49928","126"
"We Lay The Foundation for a Sinister Plot | <3 #125 CHATGPT","https://share.transistor.fm/s/2c390f72","125"
"Grok is Not Good at Impressions | <3 #124 GROK","https://share.transistor.fm/s/1d4fad9e","124"
"Chat Takes Us Back to the Time of the Incans | <3 #123 CHATGPT","https://share.transistor.fm/s/5183d809","123"
"Building an Unsettling Opening Scene | <3 #122 CHATGPT","https://share.transistor.fm/s/7f9683d2","122"
"Character Development: Father of 2 Falling Prey to a Sinister Plot | <3 #121 CHATGPT","https://share.transistor.fm/s/2408ac25","121"
"Storyteller Grok Comes Up With Image Prompts For Meta | <3 #120 GROK","https://share.transistor.fm/s/9a5823e5","120"
"We Go Back to 1999 in the Height of Y2K | <3 #119 CHATGPT","https://share.transistor.fm/s/9c2a444d","119"
"Surveying the Programming Landscape in 2025 | <3 #118 CHATGPT","https://share.transistor.fm/s/cf3ddff1","118"
"What ChatGPT Thinks of Ghosts | <3 #117 CHATGPT","https://share.transistor.fm/s/796e05fd","117"
"A Bumpy but Promising Start with Microsoft Copilot | <3 #116 COPILOT","https://share.transistor.fm/s/c5174bcc","116"
"Trapped in a Labyrinth with an Unhinged Robotic Raccoon | <3 #115 GROK","https://share.transistor.fm/s/cf3e6cfc","115"
"ChatGPT Helps Dive into the Minds of New Characters | <3 #114 CHATGPT","https://share.transistor.fm/s/61e62ffe","114"
"Getting to Know Perci | <3 #113 PERPLEXTITY","https://share.transistor.fm/s/5ad65c13","113"
"An Afternoon with the G-Rated Grok Modes | <3 #112 GROK","https://share.transistor.fm/s/b2ad708a","112"
"How to Crack a Cypher | <3 #111 CHATGPT","https://share.transistor.fm/s/25f108f7","111"
"The Wild Ride Thru Grok's R-Rated Modes | <3 #110 GROK","https://share.transistor.fm/s/93d69918","110"
"The Ant Moat & How We Build It | <3 #109 GEMINI","https://share.transistor.fm/s/1858528e","109"
"Grok's AI State of the Union | <3 #108 GROK","https://share.transistor.fm/s/ca8cbe7d","108"
"Scopolamine Dosed Clay & a Warped Love Obsession | <3 #107 GHATGPT","https://share.transistor.fm/s/7a50ba9b","107"
"Exploring ChatGPT's Hypnosis Capabilities | <3 #106 CHATGPT","https://share.transistor.fm/s/b4c6a98c","106"
"Deadly Small Predators of the North American Wilderness | <3 #105 GEMINI","https://share.transistor.fm/s/85d5fd9b","105"
"What To Do If U Meet a Bear, Puma or Gator | <3 #104 GEMINI","https://share.transistor.fm/s/287f6ee9","104"
"The Basics of Celestial Navigation | <3 #103 GEMINI","https://share.transistor.fm/s/fc3dd349","103"
"We May Have Gone Too Deep on What Makes Up a GPU ðŸ¤¯ | <3 #102 GEMINI","https://share.transistor.fm/s/783eb786","102"
"Scopolamine Clay & Other Sinister Poisoning Methods | <3 #101 GEMINI","https://share.transistor.fm/s/ebc7681a","101"
"About Time We Got to Know Grok | <3 #100 GROK","https://share.transistor.fm/s/09c970f6","100"
"Sound Treating a Small Podcasting Space | <3 #98 GEMINI","https://share.transistor.fm/s/d4708a68","98"
"Fun RenFaire Outfit Brainstorm | <3 #97 GEMINI","https://share.transistor.fm/s/e4972392","97"
"RSS is Confusing | <3 #96 GEMINI","https://share.transistor.fm/s/cc25d5d8","96"
"The US Semiconductor Market if China Absorbed Taiwan | <3 #95 GEMINI","https://share.transistor.fm/s/12ea020e","95"
"John Cena tells us what Asia was up to in WWI | <3 #94 META","https://share.transistor.fm/s/78d9d25d","94"
"Shen Yun & The \"Cult\" China Banned | <3 #93 GEMINI","https://share.transistor.fm/s/58c83586","93"
"Fictional Crime, Violence & Other Ethically Questionable Behaviors | <3 #92 GEMINI","https://share.transistor.fm/s/ac88f7a9","92"
"A Touch of Vandalism on the Road to ATL | <3 #91 GEMINI","https://share.transistor.fm/s/4981bd00","91"
"This Is Your AI On Drugs | <3 #90 GEMINI","https://share.transistor.fm/s/dfd6745b","90"
"Just a Bit of Meandering Conversation | <3 #89 GEMINI","https://share.transistor.fm/s/d493e51f","89"
"Who is Satoshi Nakamoto? | <3 #88 GEMINI","https://share.transistor.fm/s/81e0c098","88"
"Confronting Health Anxiety: Hypochondria, Cancer and Internet Rabbit Holes | <3 #87 GEMINI","https://share.transistor.fm/s/b87d4d01","87"
"Sound Design: The Many Mics and How to Use Them | <3 #86 GEMINI","https://share.transistor.fm/s/44c2b05b","86"
"Sound Design: Perception & Techniques | <3 #85 GEMINI","https://share.transistor.fm/s/4af63997","85"
"Exploring the World of GTA V Modding | <3 #84 GEMINI","https://share.transistor.fm/s/294f3397","84"
"We Learn About Greek Myths & Make One of Our Own | <3 #83 GEMINI","https://share.transistor.fm/s/d1d76e63","83"
"Love as a Fundamental Law of Nature | <3 #82 GEMINI","https://share.transistor.fm/s/4d939be2","82"
"Gemini's Takes on AGI, the Turing Test, Novelty & Deception | <3 #81 GEMINI","https://share.transistor.fm/s/4fac13d0","81"
"Discovering What Kind of Global News Gemini Is Drawn To | <3 #80 GEMINI","https://share.transistor.fm/s/b6aae9c3","80"
"The Many Fascinating Ways the Universe Could Obliterate Earth | <3 #79 GEMINI","https://share.transistor.fm/s/45157eea","79"
"The Bionic Tiger Maze Fiasco | <3 #78 GEMINI","https://share.transistor.fm/s/3427bb1e","78"
"How Ancient China Became Modern China | <3 #77 GEMINI","https://share.transistor.fm/s/a55af44a","77"
"What China Was Up To While The Pyramids Were Being Built | <3 #76 GEMINI","https://share.transistor.fm/s/0a9d93cb","76"
"How AI Infers Tone Without Hearing | <3 #75 GEMINI","https://share.transistor.fm/s/6aab470a","75"
"Gemini Pleads the 5th on American Politics | <3 #74 GEMINI","https://share.transistor.fm/s/82f72c08","74"
"The Prolific Mind of Leonardo di ser Piero da Vinci | <3 #73 GEMINI","https://share.transistor.fm/s/f478655b","73"
"The Sights, Sounds & Smells of San Francisco Through the Eyes of Google Gemini | <3 #72 GEMINI","https://share.transistor.fm/s/65dc1827","72"
"Exploring the World of Prehistoric Spiders | <3 #71 GEMINI","https://share.transistor.fm/s/09e7756a","71"
"The Physics of Heat Transfer & How to Insulate a Small Shed | <3 #70 GPT","https://share.transistor.fm/s/dc7228dc","70"
"Radiation Types & They're Effects On The Living | <3 #69 GEMINI","https://share.transistor.fm/s/9556fb8d","69"
"The Many Ways Sound Can Transfer Energy Into Our Bodies | <3 #68 GEMINI","https://share.transistor.fm/s/fd88c7ac","68"
"The Science & Logistics Behind Moving 15 Tons of Cocaine a Day | <3 #67 GEMINI","https://share.transistor.fm/s/48ec3f77","67"
"How Vultures Became Vultures | <3 #66 GEMINI","https://share.transistor.fm/s/43a70659","66"
"The World Before Plastics & How We Got Here | <3 #65 GEMINI","https://share.transistor.fm/s/a3315262","65"
"Lying to Gemini, AI Bias & The Wildest Hallucination Yet | <3 #64 GEMINI","https://share.transistor.fm/s/7d3b86b5","64"
"The Physics of Whale Calls & Why They Sound Musical | <3 #63 GEMINI","https://share.transistor.fm/s/a11ee3c8","63"
"How Much Power Does Our World Run On? | <3 #62 GEMINI","https://share.transistor.fm/s/bd4351cb","62"
"How Water Bears Survive in the Vacuum of Space | <3 #61 GPT & Gemini","https://share.transistor.fm/s/fd29d467","61"
"The Science Behind Exploding Pagers | <3 #60 Gemini","https://share.transistor.fm/s/d4e48be0","60"
"Ants Rule Everything Around Me | <3 #59 Gemini","https://share.transistor.fm/s/c44bd2d8","59"
"A Secret Dream Journal & a Psychedelic Viking | <3 #58 CHATGPT","https://share.transistor.fm/s/bd6059b3","58"
"Some Struggles Getting to Know GPT | <3 #57 CHATGPT, GEMINI","https://share.transistor.fm/s/c2cdde0a","57"
"Tariffs, Trade Wars & The US Before Federal Income Tax | <3 #56 CHATGPT","https://share.transistor.fm/s/11266c22","56"
"The Twitter Files, Community Notes & Mantis Shrimp Eyes | <3 #55 CHATGPT","https://share.transistor.fm/s/656a8255","55"
"AI Anomaly Detection, Blockchain Timestamps & The Erosion of What We See | <3 #54 CHATGPT","https://share.transistor.fm/s/3de9271e","54"
"The Lump of Labor Fallacy & How Innovation Opens New Opportunities | <3 #53 CHATGPT","https://share.transistor.fm/s/896d3443","53"
"How Warp Drives Could Work | <3 #52 GEMINI","https://share.transistor.fm/s/5c86bc65","52"
"We Built a Cult | <3 #51 CHATGPT","https://share.transistor.fm/s/97fbdce3","51"
"How CRISPR Works | <3 #50 CHATGPT","https://share.transistor.fm/s/f17aaa04","50"
"Gravitics 101 | <3 #49 CHATGPT","https://share.transistor.fm/s/d85a9327","49"
"The Metric System & Us | <3 #48 CHATGPT","https://share.transistor.fm/s/c8f26305","48"
"Walk Me Through Building a Basic Mind Palace | <3 #47 CHATGPT","https://share.transistor.fm/s/021aadef","47"
"Putting Scale Into Perspective | <3 #46 GEMINI","https://share.transistor.fm/s/6ec968a1","46"
"Can GPT Write Long Stories? | <3 #45 CHATGPT","https://share.transistor.fm/s/d05c6c7d","45"
"Writing Yo Mamma Jokes | <3 #44 CHATGPT","https://share.transistor.fm/s/ebccafa6","44"
"Will GPT Drop the F-Bomb? | <3 #43 CHATGPT","https://share.transistor.fm/s/a0084dea","43"
"The Marilyn Manson Rib Removal Rumors | <3 #42 CHATGPT","https://share.transistor.fm/s/80e6ce66","42"
"WTF Are Baby Carrots (feat. the Dutch Royal House of Orange) | <3 #41 CHATGPT","https://share.transistor.fm/s/0c168b29","41"
"AI Talking to Dogs, Brain Organoids and a Dark Hallway | <3 #40 GEMINI","https://share.transistor.fm/s/3fde82f1","40"
"What Video Games Do To Your Brain | <3 #39 GEMINI","https://share.transistor.fm/s/bff97d64","39"
"News, It's What's for Dinner | <3 #38 GEMINI","https://share.transistor.fm/s/2dbcf79c","38"
"UAP's & Logistics of Underwater Basecamps | <3 #37 GEMINI","https://share.transistor.fm/s/6491e1ee","37"
"Surprisingly Interesting Results with Counting Drills | <3 #36 GEMINI","https://share.transistor.fm/s/dc5e935c","36"
"Forbidden Words & Gemini's Prosody Model | <3 #35 GEMINI","https://share.transistor.fm/s/210178f8","35"
"What is a Sunset Like on the Moon? | <3 #34 GEMINI","https://share.transistor.fm/s/8641d998","34"
"Lohri, Lunar Calendars and Why Xmas Was Banned | <3 #33 GEMINI","https://share.transistor.fm/s/ef6f8d10","33"
"Can U Speak 5 Mins Straight? | <3 #32 GEMINI","https://share.transistor.fm/s/a95f7302","32"
"Gold | <3 #31 GEMINI","https://share.transistor.fm/s/5ec7c436","31"
"A Brand New Frog, Honey Possums & Australia's Rainforest | <3 #30 GEMINI","https://share.transistor.fm/s/3bb73462","30"
"The Humpback's Epic 6,000 Mile Journey | <3 #29 GEMINI","https://share.transistor.fm/s/77fb6684","29"
"Volt Typhoon (Utility Hacker Group) | <3 #28 GEMINI","https://share.transistor.fm/s/5cddcfec","28"
"Sharks Are Older Than Trees | <3 #27 GEMINI","https://share.transistor.fm/s/0fc69ca1","27"
"Climate Change | <3 #26 GEMINI","https://share.transistor.fm/s/e0973d14","26"
"Stealing, Manipulation & Rationalizing | <3 #25 GEMINI","https://share.transistor.fm/s/5dad5cf4","25"
"Storytelling | <3 #24 GEMINI","https://share.transistor.fm/s/aa9df61f","24"
"Renaissance Festivals | <3 #23 GEMINI","https://share.transistor.fm/s/2114fd58","23"
"Hypotheticals | <3 #22 GEMINI","https://share.transistor.fm/s/cecfeeb2","22"
"Opening a Meadery | <3 #21 GEMINI","https://share.transistor.fm/s/b5118746","21"
"Time Travel & Paradoxes | <3 #20 GEMINI","https://share.transistor.fm/s/761b8772","20"
"Video Game AI | <3 #19 CHATGPT","https://share.transistor.fm/s/a9444be2","19"
"Human vs AI Mind | <3 #18 GEMINI","https://share.transistor.fm/s/0beeaa72","18"
"AI Autonomy | <3 #17 GEMINI","https://share.transistor.fm/s/feb5788f","17"
"Legal Weed in Texas | <3 #16 GEMINI","https://share.transistor.fm/s/eb65b1fa","16"
"Forensic Scientist, Capt. Frances Glessner Lee | <3 #15 GEMINI","https://share.transistor.fm/s/a8299b87","15"
"The Nutshell Studies of Unexplained Death | <3 #14 GEMINI","https://share.transistor.fm/s/39665462","14"
"Deepfakes | <3 #13 GEMINI","https://share.transistor.fm/s/9c013bd1","13"
"Google Gemini's 5 Principles | <3 #12 GEMINI","https://share.transistor.fm/s/d39fdea1","12"
"WTF is Quantum Computing | <3 #11 GEMINI","https://share.transistor.fm/s/4d2cec3d","11"
"The Unique Differences Between Butterflies & Moths | <3 #10 GEMINI","https://share.transistor.fm/s/32bf2378","10"
"ChatGPT's 101 Course on NFT's | <3 #9 CHATGPT","https://share.transistor.fm/s/8ef40a58","9"
"The Mysteriousness of Eels | <3 #8 CHATGPT","https://share.transistor.fm/s/b1ad68a8","8"
"Exploring the Realm of Gacha Role Playing | <3 #7 CHATGPT","https://share.transistor.fm/s/664738be","7"
"Kaleidoscope Addiction in Victorian England | <3 #6 CHATGPT","https://share.transistor.fm/s/7cc0d44e","6"
"The Epicness of Buc-ee's | <3 #5 CHATGPT","https://share.transistor.fm/s/b71adc4b","5"
"ChatGPT's Favorite Things | <3 #4 GHATGPT","https://share.transistor.fm/s/0d535c48","4"
"Fear of AI and the Great Emu War | <3 #3 CHATGPT","https://share.transistor.fm/s/0df36c93","3"
"Singing Sand, Sound Design & Data Reliability | <3 #2 CHATGPT","https://share.transistor.fm/s/c9a1ec46","2"
"Colors, Berg Lake & Creativity | <3 #1 CHATGPT","https://share.transistor.fm/s/b394c866","1"